model_label,seed,tag,present
tvc100,10,charts/episodic_return,True
tvc100,10,charts/episodic_length,True
tvc100,10,eval/episodic_return,True
tvc100,10,losses/qf1_values,True
tvc100,10,losses/qf2_values,True
tvc100,10,losses/qf_loss,True
tvc100,10,losses/actor_loss,True
tvc100,10,targets/min_q_next_mean_pre_clip,True
tvc100,10,targets/min_q_next_p95_pre_clip,True
tvc100,10,targets/min_q_next_p99_pre_clip,True
tvc100,10,targets/min_q_next_mean_post_clip,True
tvc100,10,targets/td_target_mean,True
tvc100,10,robust/td3_q_target_clip_fraction,True
tvc100,10,robust/td3_q_target_excess_mean,True
tvc100,10,charts/SPS,True
tvc100,11,charts/episodic_return,True
tvc100,11,charts/episodic_length,True
tvc100,11,eval/episodic_return,True
tvc100,11,losses/qf1_values,True
tvc100,11,losses/qf2_values,True
tvc100,11,losses/qf_loss,True
tvc100,11,losses/actor_loss,True
tvc100,11,targets/min_q_next_mean_pre_clip,True
tvc100,11,targets/min_q_next_p95_pre_clip,True
tvc100,11,targets/min_q_next_p99_pre_clip,True
tvc100,11,targets/min_q_next_mean_post_clip,True
tvc100,11,targets/td_target_mean,True
tvc100,11,robust/td3_q_target_clip_fraction,True
tvc100,11,robust/td3_q_target_excess_mean,True
tvc100,11,charts/SPS,True
tvc100,12,charts/episodic_return,True
tvc100,12,charts/episodic_length,True
tvc100,12,eval/episodic_return,True
tvc100,12,losses/qf1_values,True
tvc100,12,losses/qf2_values,True
tvc100,12,losses/qf_loss,True
tvc100,12,losses/actor_loss,True
tvc100,12,targets/min_q_next_mean_pre_clip,True
tvc100,12,targets/min_q_next_p95_pre_clip,True
tvc100,12,targets/min_q_next_p99_pre_clip,True
tvc100,12,targets/min_q_next_mean_post_clip,True
tvc100,12,targets/td_target_mean,True
tvc100,12,robust/td3_q_target_clip_fraction,True
tvc100,12,robust/td3_q_target_excess_mean,True
tvc100,12,charts/SPS,True
tvc100,13,charts/episodic_return,True
tvc100,13,charts/episodic_length,True
tvc100,13,eval/episodic_return,True
tvc100,13,losses/qf1_values,True
tvc100,13,losses/qf2_values,True
tvc100,13,losses/qf_loss,True
tvc100,13,losses/actor_loss,True
tvc100,13,targets/min_q_next_mean_pre_clip,True
tvc100,13,targets/min_q_next_p95_pre_clip,True
tvc100,13,targets/min_q_next_p99_pre_clip,True
tvc100,13,targets/min_q_next_mean_post_clip,True
tvc100,13,targets/td_target_mean,True
tvc100,13,robust/td3_q_target_clip_fraction,True
tvc100,13,robust/td3_q_target_excess_mean,True
tvc100,13,charts/SPS,True
tvc100,14,charts/episodic_return,True
tvc100,14,charts/episodic_length,True
tvc100,14,eval/episodic_return,True
tvc100,14,losses/qf1_values,True
tvc100,14,losses/qf2_values,True
tvc100,14,losses/qf_loss,True
tvc100,14,losses/actor_loss,True
tvc100,14,targets/min_q_next_mean_pre_clip,True
tvc100,14,targets/min_q_next_p95_pre_clip,True
tvc100,14,targets/min_q_next_p99_pre_clip,True
tvc100,14,targets/min_q_next_mean_post_clip,True
tvc100,14,targets/td_target_mean,True
tvc100,14,robust/td3_q_target_clip_fraction,True
tvc100,14,robust/td3_q_target_excess_mean,True
tvc100,14,charts/SPS,True
tvc100,15,charts/episodic_return,True
tvc100,15,charts/episodic_length,True
tvc100,15,eval/episodic_return,True
tvc100,15,losses/qf1_values,True
tvc100,15,losses/qf2_values,True
tvc100,15,losses/qf_loss,True
tvc100,15,losses/actor_loss,True
tvc100,15,targets/min_q_next_mean_pre_clip,True
tvc100,15,targets/min_q_next_p95_pre_clip,True
tvc100,15,targets/min_q_next_p99_pre_clip,True
tvc100,15,targets/min_q_next_mean_post_clip,True
tvc100,15,targets/td_target_mean,True
tvc100,15,robust/td3_q_target_clip_fraction,True
tvc100,15,robust/td3_q_target_excess_mean,True
tvc100,15,charts/SPS,True
tvc100,16,charts/episodic_return,True
tvc100,16,charts/episodic_length,True
tvc100,16,eval/episodic_return,True
tvc100,16,losses/qf1_values,True
tvc100,16,losses/qf2_values,True
tvc100,16,losses/qf_loss,True
tvc100,16,losses/actor_loss,True
tvc100,16,targets/min_q_next_mean_pre_clip,True
tvc100,16,targets/min_q_next_p95_pre_clip,True
tvc100,16,targets/min_q_next_p99_pre_clip,True
tvc100,16,targets/min_q_next_mean_post_clip,True
tvc100,16,targets/td_target_mean,True
tvc100,16,robust/td3_q_target_clip_fraction,True
tvc100,16,robust/td3_q_target_excess_mean,True
tvc100,16,charts/SPS,True
tvc100,17,charts/episodic_return,True
tvc100,17,charts/episodic_length,True
tvc100,17,eval/episodic_return,True
tvc100,17,losses/qf1_values,True
tvc100,17,losses/qf2_values,True
tvc100,17,losses/qf_loss,True
tvc100,17,losses/actor_loss,True
tvc100,17,targets/min_q_next_mean_pre_clip,True
tvc100,17,targets/min_q_next_p95_pre_clip,True
tvc100,17,targets/min_q_next_p99_pre_clip,True
tvc100,17,targets/min_q_next_mean_post_clip,True
tvc100,17,targets/td_target_mean,True
tvc100,17,robust/td3_q_target_clip_fraction,True
tvc100,17,robust/td3_q_target_excess_mean,True
tvc100,17,charts/SPS,True
tvc100,18,charts/episodic_return,True
tvc100,18,charts/episodic_length,True
tvc100,18,eval/episodic_return,True
tvc100,18,losses/qf1_values,True
tvc100,18,losses/qf2_values,True
tvc100,18,losses/qf_loss,True
tvc100,18,losses/actor_loss,True
tvc100,18,targets/min_q_next_mean_pre_clip,True
tvc100,18,targets/min_q_next_p95_pre_clip,True
tvc100,18,targets/min_q_next_p99_pre_clip,True
tvc100,18,targets/min_q_next_mean_post_clip,True
tvc100,18,targets/td_target_mean,True
tvc100,18,robust/td3_q_target_clip_fraction,True
tvc100,18,robust/td3_q_target_excess_mean,True
tvc100,18,charts/SPS,True
tvc100,19,charts/episodic_return,True
tvc100,19,charts/episodic_length,True
tvc100,19,eval/episodic_return,True
tvc100,19,losses/qf1_values,True
tvc100,19,losses/qf2_values,True
tvc100,19,losses/qf_loss,True
tvc100,19,losses/actor_loss,True
tvc100,19,targets/min_q_next_mean_pre_clip,True
tvc100,19,targets/min_q_next_p95_pre_clip,True
tvc100,19,targets/min_q_next_p99_pre_clip,True
tvc100,19,targets/min_q_next_mean_post_clip,True
tvc100,19,targets/td_target_mean,True
tvc100,19,robust/td3_q_target_clip_fraction,True
tvc100,19,robust/td3_q_target_excess_mean,True
tvc100,19,charts/SPS,True
tvc100,1,charts/episodic_return,True
tvc100,1,charts/episodic_length,True
tvc100,1,eval/episodic_return,True
tvc100,1,losses/qf1_values,True
tvc100,1,losses/qf2_values,True
tvc100,1,losses/qf_loss,True
tvc100,1,losses/actor_loss,True
tvc100,1,targets/min_q_next_mean_pre_clip,True
tvc100,1,targets/min_q_next_p95_pre_clip,True
tvc100,1,targets/min_q_next_p99_pre_clip,True
tvc100,1,targets/min_q_next_mean_post_clip,True
tvc100,1,targets/td_target_mean,True
tvc100,1,robust/td3_q_target_clip_fraction,True
tvc100,1,robust/td3_q_target_excess_mean,True
tvc100,1,charts/SPS,True
tvc100,20,charts/episodic_return,True
tvc100,20,charts/episodic_length,True
tvc100,20,eval/episodic_return,True
tvc100,20,losses/qf1_values,True
tvc100,20,losses/qf2_values,True
tvc100,20,losses/qf_loss,True
tvc100,20,losses/actor_loss,True
tvc100,20,targets/min_q_next_mean_pre_clip,True
tvc100,20,targets/min_q_next_p95_pre_clip,True
tvc100,20,targets/min_q_next_p99_pre_clip,True
tvc100,20,targets/min_q_next_mean_post_clip,True
